#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
4214	8848	3076	5532	6041	10073	2129	9233	48763	6643	13486	1527	23981	0	0	8264	3989	0	13001	16428	4132	23676	1137	4323	49942	2071	2827	36158	2821	0	20250	8152	127910	0	13349	23789	15800	16998	3186	47865	1083	4026	0	0	12413	43435	13567	0	17544	0	1049	2856	0	26291	11617	5265	27664	6414	22139	33676	10294	922	0	751	13694	27337	14093	61952	1087	0	28900	4293	27103	1645	0	0	103998	37882	853	0	14720	21197	24687	44828	32326	44172	21097	17007	6152	7907	71180	29460	23015	18796	845	14477	12617	51422	10059	107943	2384	3393	0
4215	42383	4124	3267	1743	27100	4929	12900	71469	5975	19565	483	5406	37105	24202	1243	1939	29556	21094	34242	5915	10500	667	22778	4540	9987	614	20689	9512	5466	3084	4583	8801	20593	19541	12740	13419	22234	19337	23453	813	3279	45751	35154	6205	13368	22304	6753	28940	21161	2010	16168	20441	40005	19248	34138	7814	2024	3756	28205	19424	1507	628	479	33681	23649	13623	23940	765	55840	8847	1369	12758	1499	11744	30859	1206	10738	391	2995	46079	13279	42630	27580	5880	41474	57604	3743	900	56507	17664	6136	29604	24040	0	28796	16172	59448	19231	1375	811	5335	23911
4216	9867	692	1340	1646	26044	1219	5486	1364	3508	3024	834	5503	11696	83217	905	1295	8995	1073	34521	3333	125527	775	1571	25683	1328	2439	10115	578	1250	836	0	126998	2793	2323	208491	1924	9080	28595	72688	747	1952	4354	4769	17221	26873	15523	3002	4509	5020	695	1582	31734	18358	11048	9593	5034	1622	4013	20585	35205	514	419	0	41407	11418	46160	24140	622	17441	1097	1095	10337	1074	4542	24624	37048	11675	509	944	1660	3143	8356	25822	969	10674	58962	1001	1796	3232	13222	49733	4243	4492	446	14348	1082	15279	41325	81643	668	3816	95551
4217	3157	16433	345	53108	1778	700	7716	1827	77193	10864	325	2712	1884	3009	99145	125146	3238	1773	1859	21212	1017	15298	1980	1637	14364	119752	19055	32066	877	1174	87040	3614	988	4972	2563	34318	1033	11310	2671	18213	26430	0	751	1967	3503	1399	1286	13010	1196	224062	89247	1641	1018	1534	1860	1185	1046	9778	951	1010	19989	9542	9266	0	5677	758	825	17727	748	14172	641	1449	27547	793	818	1088	1650	1663	1868	1213	1115	892	1049	72143	2798	3010	24126	78757	1265	1310	3341	19152	19597	946	4188	37356	1873	1489	2013	110027	30880	2824
4218	13474	5828	1676	1664	32040	6555	16032	27376	7258	20350	885	5322	26994	47959	972	2022	13938	8160	31153	6601	35308	3574	9902	61715	7164	1348	14641	1727	2527	9083	2323	34194	14941	14870	64503	5546	22873	9428	20893	881	2854	14815	9874	24198	40084	53117	10619	9574	24924	858	16260	28923	29623	30845	19080	11863	5329	13513	30276	24145	1567	990	3374	29964	30137	17094	48049	663	26208	10112	2943	23880	5044	9103	6719	31340	26964	2094	1177	5263	8557	24521	40266	3942	20112	29309	819	795	10980	21915	59378	19461	17002	2263	15361	10855	26247	62332	37279	318	5642	12939
4219	11972	2238	3479	8056	9205	2899	6632	21886	2990	6763	1170	1952	10969	10844	5798	2050	13600	10304	47540	6114	96973	9550	7222	39086	3177	2698	21919	9067	4782	5245	2722	123556	13845	4925	16796	6299	13657	24716	70012	1883	11398	8918	13997	12441	107105	15569	5413	6908	24944	3970	13715	9060	14598	7960	11715	5239	14696	9945	6642	10875	1723	2258	978	20273	8250	7747	29021	13224	29607	11139	3887	8030	0	11661	4998	58965	57568	1048	4110	0	3645	34619	7877	33710	17019	71235	1571	18793	18263	42986	30421	14842	6371	952	25871	1930	38475	16910	41671	7430	2619	36007
4220	9792	1259	9796	3652	19501	22431	3964	15947	6682	8007	1079	8610	11020	10464	2299	2560	32450	12486	14192	2923	33639	2387	27382	31787	0	645	1263	6057	15768	75116	5768	32422	52592	6757	46057	4442	16930	21847	11137	1222	1748	36572	15153	16091	25866	10623	56747	1410	13466	985	7763	105831	17333	30456	3093	45113	11049	5487	42762	20340	1151	797	611	13772	4411	18787	27488	648	37511	2356	1107	54904	0	31625	21566	7810	3489	584	67962	26058	49814	11508	12399	2190	10431	24366	1367	2597	52727	0	46684	2994	3278	0	14103	1331	14585	35765	24611	1010	1946	30337
4221	19283	2026	17894	1769	0	2826	24817	0	13237	22001	0	0	0	0	0	3695	96659	76923	0	10931	104409	7357	0	0	0	2224	16582	3528	25193	0	4905	0	0	8543	37659	17506	5844	6375	0	1974	0	72163	0	25479	31570	0	0	13835	0	1982	20747	0	43090	0	9770	0	44193	35998	0	50524	4403	2518	2547	160140	0	79994	56813	1239	153244	0	0	38400	9285	0	0	0	0	694	4145	28885	16634	55580	43441	16495	0	0	24468	0	35815	26435	0	23628	12765	831	0	28898	0	0	9652	6418	0	0
4222	34750	4364	2604	612	31742	2750	16526	22249	8513	24444	676	11146	12463	65891	580	533	91152	17602	44293	2712	51536	911	20215	21579	1538	869	9599	2458	14228	1807	4476	28141	6749	9952	22438	11148	24920	6436	17395	640	3201	20847	12338	91349	14827	12647	3818	6055	14174	667	16251	17804	38205	31230	14788	0	695	36890	56127	25288	385	1265	456	31172	16880	21654	13384	361	39072	12313	851	20218	884	691	26036	22522	43859	0	0	17408	23007	21170	25808	5632	27170	13044	0	2520	56984	7829	23102	32645	21880	417	30583	13040	31930	16365	13340	352	1589	19164
4223	14296	663	2781	835	29613	7947	6597	21047	876	4132	364	18389	13703	20797	1080	1374	13884	19152	13066	2781	54769	0	34474	40570	5826	1808	14476	901	1659	7982	0	46206	35052	5970	117816	5290	31593	4773	21899	0	623	25494	21268	15764	57407	55728	12043	9996	20725	0	818	47847	53681	11115	16739	6847	14167	3715	22487	25461	0	0	0	43845	47445	39094	13806	1543	48234	4051	0	30077	821	16019	35749	678	59889	0	1037	13885	7714	13899	17953	647	10444	39870	1584	472	34738	14214	42916	6148	4685	0	1326	2627	13563	51621	18450	451	2295	38082
4224	12126	18483	5758	9551	28056	20921	14591	11241	12270	14669	721	9626	19578	49179	3429	15300	10859	12009	3173	14380	20743	1779	35094	55947	1512	852	1678	4426	15690	47576	2203	22644	18340	725	40380	12951	17947	3461	15991	1097	6090	14258	22104	37018	15939	20156	60084	2097	5336	2477	8689	63563	7104	17421	4652	41566	47285	4131	30931	10454	4042	552	669	22486	4399	10330	20371	1625	15603	6840	0	27119	9734	32637	28701	37942	16402	0	44229	15156	17604	8530	17979	2188	27653	17476	7996	3211	55171	8808	21359	6976	15862	444	34792	16088	8518	66498	9114	5517	8839	38256
4225	4367	3734	6448	1892	22675	3705	6759	10490	12643	9760	0	11620	13953	7777	26737	36443	5621	9419	12881	15697	10574	22637	2207	45007	16183	42419	6594	27189	5671	5611	4017	53087	16301	5766	9274	5546	9838	5956	10034	27776	31969	13616	7864	4813	26590	11459	7056	16466	17828	24975	21126	45097	9918	12008	3235	3043	6287	8304	8651	21678	15212	14204	71366	6060	39571	13212	23758	7696	58875	19764	3336	11675	32326	21268	3328	6555	9853	1799	5815	8003	1794	2453	17489	16062	18497	10134	50254	35531	25593	37851	107634	10314	6483	1011	7367	26482	8837	32860	18223	34810	11101	15253
4226	3466	10673	2473	18637	27623	15536	4276	26044	10374	30013	667	2818	14003	13769	12264	11592	3512	0	13516	8596	15542	3146	5335	27903	11555	3773	5732	11221	3153	15959	3175	15834	45602	1645	11518	1752	12945	13003	9275	875	6480	49286	31058	40167	7149	31393	36413	5286	11023	11099	12755	72654	24759	8549	25228	25853	56746	7569	51702	19289	2074	1020	300	14246	31926	59901	7040	4108	34208	8567	626	18585	24156	43522	25091	56031	23571	548	27893	23986	19665	15267	5439	3303	11237	0	3552	4135	32177	22171	40095	9675	2527	779	24260	17281	45326	25808	27394	4026	5806	15168
4227	9203	2792	510	387	22139	80612	2865	48194	5271	5124	93091	2699	10308	3595	6652	11723	16192	31715	12025	9591	15656	21074	71273	6794	7860	32778	25835	19199	69542	5868	303	11123	35859	6877	1114	5942	15420	2741	6844	10944	8607	7294	6889	32028	829	9203	8744	25343	25053	11615	591	1063	6274	67989	8090	69770	29487	1611	10051	617	34810	7392	16338	1363	70496	30253	5320	6479	4302	45993	29853	10974	4473	21900	30387	1049	331	376	14075	13788	7438	23303	1511	14418	4082	1113	12811	42762	2606	38423	885	13557	3680	36940	1993	2625	5664	29088	18612	16019	3081	15584
4228	33018	3486	20022	10189	33357	9224	31305	22596	12706	31278	0	15518	40513	0	5543	7886	12884	7096	31752	5113	16722	925	8562	32050	45358	663	15076	36761	1993	2332	5830	41343	12684	24887	8500	29823	16116	15045	27270	1467	3181	35346	26275	4494	23314	25413	15176	10642	15922	1013	15179	20459	31123	13062	28691	27740	3406	10993	82395	10361	803	379	765	13448	22369	28702	26698	3016	14824	6316	869	27985	10350	27253	16894	8760	6748	498	1501	15638	29269	13044	18584	12189	17131	1603	13373	2869	13842	28200	20640	14109	20132	626	42320	27315	26732	40845	30117	1370	4837	30945
4229	10904	522	9816	8453	2957	14439	17044	3515	8579	10193	23897	4679	1933	2634	9786	6009	4861	2684	22739	2980	4981	18062	5697	5219	3167	6315	17658	2608	1385	14062	4314	37159	19183	20449	1124	45894	9426	12081	8016	4588	1906	37962	19214	41162	18046	567	23199	9757	18162	0	13612	37418	499	6448	0	4624	11943	26207	692	399	3683	1095	1520	9521	7295	2277	293	26607	40418	9126	4991	1559	4853	109343	11136	590883	2095	29106	1704	36408	4612	28908	1931	4071	2152	1522	17455	21812	1995	3061	4726	3756	9821	0	1024	5361	6038	3538	1361	1559	13364	10692
4230	33619	0	14869	2188	15189	2600	6552	49460	1916	13845	490	6148	8162	0	4086	37407	13254	3771	28937	16505	9275	18709	2098	26618	0	36113	15530	27642	1327	2471	1366	44942	16782	13716	23727	3328	13507	13999	31543	16960	36748	9373	11464	5891	0	0	2674	12889	122579	12651	2651	17042	3699	16504	30989	3247	3231	15991	10506	11239	17484	21738	1820	8496	127444	0	0	16153	25500	74330	1508	5449	0	3372	8228	0	4511	2269	5636	15884	3125	154241	8416	22022	28268	0	27883	96421	16321	26125	12070	14523	0	615	0	0	0	17699	11494	16379	14517	6464
4231	1552	0	16168	12518	28406	404	82906	1644	0	139709	0	1688	2415	5043	1222	706	6459	3783	43703	77248	1570	0	1478	39051	749	83631	46092	0	1745	306	481	25479	1705	0	1898	2487	55472	607	2802	840	5651	814	454	0	0	34389	1795	103056	40476	684	0	1090	427	2605	80409	1171	645	68421	61414	1100	2333	0	327	2480	1241	1354	490	822	29808	16012	674	2476	711	1224	1028	1705	1873	0	0	5724	788	212906	1905	130795	5011	0	1128	2735	2896	32101	3252	96300	579	813	0	1706	58357	3232	1011	527	777	751
4232	10601	1459	1005	586	6442	1345	7557	11464	1309	3052	714	35600	4010	45411	481	645	4162	2981	156953	679	42993	769	2730	69591	1496	757	3942	1090	1055	2053	1121	162441	3955	1741	53844	1472	3874	18842	192637	434	596	5219	946	2494	159281	22804	1625	1682	3114	0	927	8997	93948	4929	12984	2964	1447	1880	13674	18486	438	640	496	25572	12753	44668	21129	0	30830	2775	1061	3404	632	3288	3028	496	109694	322	4780	1447	2776	6330	7593	1849	1305	30833	685	1184	2181	8201	27617	1805	2411	992	34323	688	16045	7537	57783	301	2106	20594
4233	8408	2857	4878	44623	6723	11656	8070	8122	3712	11558	3810	9450	10120	14981	4455	1035	10644	5485	39027	2915	57022	1996	11926	32091	4118	906	4285	4384	4808	28914	2053	20628	122575	4948	111644	7449	6323	14650	15187	883	3790	7774	7340	6833	21340	11055	9925	7387	20277	1955	5651	119711	9300	8472	12674	13759	18644	13239	9499	17917	1627	762	760	10716	16118	8665	11006	1282	7026	9781	867	16407	9357	6869	53505	15861	124042	1423	4177	10478	5115	12758	11839	2278	15645	69991	6751	2506	10969	15141	144583	10326	4998	1215	0	8850	15775	17347	12666	2390	1936	43641
4234	0	2086	6270	27931	7519	6537	0	5071	11175	0	1470	9902	48121	13048	0	4057	16356	26597	0	3039	14446	0	3519	8758	3606	2587	3816	29184	6615	88941	5296	21250	17393	2253	15170	2386	19843	13187	3874	1307	4277	36188	12398	29757	23961	63364	81952	0	0	2293	19885	26255	7481	13644	0	88920	5274	10326	14074	35104	1078	966	0	114590	3494	37469	0	1633	25278	0	2506	23258	2009	67382	20524	14789	9712	436	5001	21815	11861	7631	14449	11900	12786	105873	2075	6240	33770	7607	14239	10119	4549	692	73939	10610	21253	29831	11733	0	7762	43945
4235	9267	550	30643	19989	14775	4479	7993	17534	2483	9739	0	309	38366	17469	0	700	7588	23108	31326	4938	32986	4598	15998	34654	3286	663	10404	2883	13204	542	641	10640	87907	6354	21159	10724	18772	1366	5587	0	1677	36392	31110	43000	37707	25758	70406	5362	43186	1447	5006	14149	33283	18969	18191	86165	41978	11371	26269	6852	1313	852	353	34767	8486	9504	28216	860	13257	6149	0	17446	23814	10830	36620	1084	22233	1105	25566	39455	29352	32444	20532	5536	17824	29424	5203	5246	17458	4721	36401	14189	5942	481	35523	13377	15852	11339	12606	6231	535	36800
4236	25784	1372	0	636	35888	3938	8996	20032	303	13467	619	1777	28573	31911	607	0	0	5299	37316	0	33597	511	9679	57860	630	0	1292	0	652	4274	390	12037	21552	6105	23848	703	34017	4171	24465	684	1406	13469	13976	28406	35830	54831	17410	0	8379	717	0	94475	75478	4371	351	3218	0	21061	62367	16790	0	540	0	61922	23003	57051	59004	0	145264	769	0	18229	635	3791	20865	27931	25637	0	1494	13902	18469	13437	8253	1389	19337	0	514	0	52565	1896	42036	1015	1598	491	27248	0	74753	22093	5127	870	1180	62498
4237	12337	2361	2521	1932	28363	12793	4877	13660	2854	10937	579	12098	34820	12071	1699	3331	28767	13656	8999	1844	31150	2019	20566	31615	4473	1817	3806	5574	0	10466	1957	42430	18169	8348	13573	2231	8509	11138	45346	0	0	68146	7532	37551	42125	24285	32851	4750	6571	1344	1454	59177	20680	25028	6177	16330	31526	8820	119371	19489	752	537	815	141803	20802	51076	14673	3044	14012	9152	1480	9604	2249	20599	14188	0	9631	510	16756	4869	7703	9141	28549	2295	17720	33254	2990	1522	31104	7728	64652	7523	4427	0	0	5883	21412	71104	38405	2932	1387	16358
4238	4428	16510	24255	8750	11803	12095	16968	25404	7769	29357	6333	19102	12531	11257	12705	7070	6360	10721	3977	8336	14817	25263	8189	27728	8915	12456	10715	32291	11238	16663	19911	10915	175692	7414	38553	8822	39858	6513	23546	14836	11592	8261	14406	14119	6863	10031	36103	6239	41991	10955	6450	12447	10342	29807	7303	3834	12793	4724	25867	7777	15126	4697	6433	5752	10593	10142	14974	8816	8333	12210	8505	20015	10195	199021	11811	320	7924	11445	1764	8211	15289	6600	32619	10423	40829	6371	10679	6465	6788	4344	6384	2893	12862	38590	8878	8303	9149	9137	8421	9143	23507	13577
4239	12203	489	18691	31688	12588	1529	11812	3507	6376	14250	0	12983	19351	30094	6314	2508	21135	8147	18091	878	49205	441	7490	6623	8147	706	2582	1099	7453	3315	3115	13407	38182	13529	29966	5290	7142	23640	26272	440	976	31814	14895	55296	23122	25499	74719	2371	2796	1636	3051	35900	14489	13981	3606	96183	13835	13458	22327	29274	823	0	460	186587	7582	36550	26342	1121	12420	1565	1071	34644	9740	24054	20981	0	5500	524	16058	32310	31941	9598	22011	22653	29629	35040	3158	2543	32036	2541	14784	6668	7284	0	16746	10339	18032	8049	35749	3104	457	28230
4240	15224	10370	1081	10397	32626	7979	15494	76349	40169	27881	986	5837	16807	15391	11985	4423	11314	4753	16878	10831	31688	5023	5842	25688	10698	24815	28588	9642	4486	4004	8560	14946	7034	13548	7620	18449	13312	7345	20430	833	3574	14400	18530	17109	12073	12340	7547	23385	10519	9487	13817	35014	12792	20067	14118	14335	3367	23964	28919	28993	1156	747	734	17667	30079	26065	25794	6375	35472	3026	800	22027	42129	9564	25151	3466	3456	2449	4035	17104	25591	48727	29373	12237	23678	25541	15065	11350	14495	31694	29557	19617	18413	673	16253	95041	17447	53280	5191	5482	4340	13877
4241	18473	3806	1884	4347	0	0	12758	3494	12811	5039	0	15346	7453	81603	3236	1474	11523	0	43419	3113	85634	956	0	105178	4189	1266	3079	1543	0	0	6059	109819	5043	0	106904	5456	8921	13164	64775	1323	6551	0	0	0	129556	23654	0	0	5381	1658	2558	36831	28112	22745	6243	6869	0	8404	9075	38471	1080	660	760	13024	13870	31815	63120	1285	30699	15630	0	4946	1792	0	11545	18974	96697	0	0	0	0	0	0	2105	3530	14612	1789	0	0	0	105224	4103	3005	373	0	5246	13446	51129	69345	4311	4215	49499
4242	11091	0	1579	7999	44930	5730	12947	6535	1737	2664	0	19969	12547	57261	339	1698	5176	17796	26270	806	45684	622	28667	25237	0	1001	5818	1750	4664	9142	2115	93191	28053	7118	33535	2901	11879	35001	19509	484	2237	35575	6625	12651	45667	12816	20238	3881	6471	2805	3103	38713	26165	40144	14550	6930	5907	11750	14585	15100	1035	0	542	57749	10945	26740	97427	882	46272	3055	1820	34809	3045	4771	78232	0	39173	559	6507	11719	3228	6781	19514	0	7967	4362	0	1536	12780	6841	38204	13524	9772	637	44203	1736	22266	47589	103005	0	3701	24388
4243	17335	13722	24652	5660	20670	27764	16885	47715	9496	14428	474	21373	18698	23837	1876	1778	109577	0	12810	37172	20232	2329	24901	12202	24962	8347	8182	46413	0	24251	8124	5433	5390	10864	22190	20864	28001	5729	6357	19722	23515	17727	74511	5209	4553	8215	18123	20990	35110	0	1880	10750	16716	22036	5481	15518	25438	10984	13511	4270	3902	3214	2973	12732	26798	9561	8957	965	12813	0	8104	10428	10984	54910	44703	4159	8168	1230	67714	92899	21287	7879	4813	10579	5508	5903	0	2803	5044	49785	12314	27348	11140	801	3739	22355	8462	33858	15303	1674	8747	6609
4244	69308	43495	1532	33625	6331	2486	52014	1274	29672	21926	323	8916	8661	43314	44367	67483	1738	3282	13088	34238	5467	1183	1320	126057	123147	1290	1166	45697	2953	1273	63082	7804	4392	4789	20303	55765	5801	18820	38851	4446	73047	4202	4382	1241	15682	4769	1691	5562	1151	2251	22004	2269	6770	3881	52265	2582	1559	22675	2213	2260	1095	42972	6312	5811	3619	6562	894	5895	2837	12313	1642	12493	2073	4765	5967	2251	9873	32202	2008	1618	4633	4443	12976	1652	2343	2654	1387	1897	4615	636	2247	73104	6458	338	0	35764	4572	3818	4080	2791	122670	6689
4245	21716	972	39018	3535	12798	31649	3943	27512	8513	17831	323	2151	36110	30049	1744	4017	32190	14665	18659	9593	26880	0	12623	16141	1825	2774	7673	5461	23654	118481	6040	20973	31191	13225	18381	6868	12995	5244	17202	922	3025	21224	13346	23311	15819	26789	25011	2102	21111	966	14613	33533	11178	13045	9912	76692	36292	14098	30259	16981	717	356	0	24010	28682	17462	13413	471	13055	6228	330	43425	9200	43075	36503	1540	15371	615	15537	19618	20224	11047	15327	15172	30137	15897	2990	4640	42227	9827	21848	9041	12551	0	31773	10805	26727	27299	5397	1375	9069	28175
4246	27028	887	150557	1125	4573	36483	1549	18244	2112	5931	599	1697	10487	27929	3123	2835	10399	143337	12553	508	35611	298	59241	26910	0	1585	2129	0	16753	7516	913	10867	21625	3358	13463	3435	35894	1868	6245	1878	1565	13565	8115	73932	5695	22459	25913	0	14788	3284	1615	68113	49285	4696	1652	13012	31376	0	52927	4378	1007	0	4979	16662	19511	5294	13769	696	29424	1284	2386	23201	1945	21943	24231	0	16366	370	23079	47412	77566	41367	17279	3506	8946	8319	3492	1906	47538	4223	31665	1738	1911	0	6074	3053	20171	29203	3534	765	890	41060
4247	98825	23182	1727	28525	16325	2922	28152	1142	32011	32466	894	4720	32711	54672	1008	28823	33088	7553	27264	20151	68092	804	1894	51425	148227	345	2737	28532	1517	1603	24013	10411	7992	1640	16347	41196	1934	6809	51196	488	15210	2449	18585	2105	84995	7090	10138	1512	5773	494	21830	6959	3292	2751	60354	8206	3014	13994	11347	10622	7082	42765	2352	13850	4774	13164	2288	537	27548	0	1443	23042	2376	6572	3435	5355	37129	4977	6227	4413	6025	3624	11737	0	6192	0	364	3948	7185	1270	17698	24856	7371	514	16347	33725	6372	4785	5971	1986	83002	28827
4248	4030	7097	813	772	32785	2271	16869	39586	9291	19284	863	7845	26295	27482	912	735	12707	22018	29115	2859	16367	492	5972	28906	14201	1134	33601	9064	7987	1045	1721	35251	5465	16920	67501	18047	10568	783	46433	428	6215	21431	14333	32394	30385	39224	594	13917	24564	414	4130	31024	42076	38560	18974	315	626	7266	39452	12897	1600	671	469	35078	39519	35063	12588	502	31392	5894	762	32167	4475	677	17747	785	33080	0	688	14642	2599	26968	29217	5114	21569	26223	1751	502	15190	30919	27849	17982	19452	964	19094	23200	62029	92350	9738	1229	4068	45021
4249	6810	305	3531	0	9058	24848	3194	6971	554	2939	0	2807	15639	23857	0	837	17116	71955	27098	1062	40642	465	12387	15035	633	920	5924	1011	41878	79713	1013	49921	125974	3366	30693	3032	25311	3783	14652	435	934	20949	6243	33025	30138	27096	45727	1713	31583	425	961	51842	24820	34749	4115	23886	36905	5957	22715	12271	705	346	679	22745	23583	29809	14259	658	30997	1013	13398	13003	684	30770	84071	4905	27850	0	70493	25877	19982	18498	5531	938	3673	0	1034	469	15488	8504	35658	1009	1580	494	0	601	11564	32896	38676	0	0	31024
4250	2231	1229	994	0	24089	9529	1113	11777	1164	8049	16807	5372	23871	32521	4011	23842	19532	37414	9882	3595	29653	32802	6824	3206	3805	22694	36025	2406	24940	14550	1044	20917	3778	5206	15481	2941	2698	6470	16495	27749	6292	11390	2972	1311	12276	27786	10364	6630	14255	29214	712	26389	19929	33856	3483	39783	40329	3588	23473	2709	14984	5196	82713	12586	45932	61856	40640	15301	21791	45466	10877	13834	8811	9243	32810	34710	3538	522	38790	4572	2165	12661	7822	42488	12989	26945	12627	35126	2196	25265	19334	1229	450	0	3223	1106	13974	58318	32797	28968	1356	35974
4251	9026	2642	0	4233	9064	2311	9982	2381	4248	8689	1183	27485	11833	61499	8899	2642	5742	1616	36034	7123	93630	674	3214	45956	2357	2115	9204	7791	1920	0	999	121857	11178	8039	177598	6212	6582	8869	57858	1464	4437	15215	5061	21523	35126	27800	4137	2485	7631	1422	3861	27516	16075	21596	12844	2155	13586	4724	16109	18141	332	1172	460	27794	17836	26238	8518	1346	28249	10088	1653	18896	5467	4282	7073	26236	23591	498	2931	6255	4660	5452	14768	1527	9643	71397	3488	2868	8529	14672	28880	7447	6008	673	10912	4246	17818	73998	52342	2985	1781	105055
4252	13322	9598	11085	44226	16165	2142	22060	13897	26802	26096	399	35837	25236	46207	9128	6587	5739	11222	27445	11156	6185	1336	1214	15664	15935	4581	10996	11957	793	6804	6475	21773	2484	29343	15678	11870	23604	7444	16903	741	6199	9449	27242	2046	14019	14202	5595	14996	29523	1495	22958	8146	48408	14178	11495	3960	1659	43664	40605	22855	1013	402	806	15496	23623	17306	8032	0	29308	39396	1983	59485	16438	9144	0	0	50983	425	2020	20901	6720	9564	47805	22927	70878	13500	6260	3120	30958	76079	24190	24593	10953	413	53780	6220	20363	16153	30206	4024	10300	8712
